States/UTs,District,Constituency,Year,Murder,Culpable Homicide,Rape,Kidnapping & Abduction,Dacoity,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Arson,Grievous Hurt,Acid attack,Dowry Deaths,Sexual Harassment,Cruelty,Causing Death by Negligence,Extortion,Incidence of Rash Driving,HumanTrafficking,Unnatural Offence,Other IPC crimes,Total crimes against SCs,Voyeurism,Stalking,Abetment of Suicides of Women,Immoral Traffic Prevention Act,Total_Count
Meghalaya,South West Khasi Hills,Ranikor,2019,32,5,47,8,18,36,6,15,8,18,4,17,12,16,0,4,0,24,42,16,7,15,22,14,0,86,11,14,11,19,2,529
Meghalaya,South West Khasi Hills,Mawkyrwat,2019,9,16,44,0,9,29,12,21,12,33,0,15,2,14,9,38,9,14,35,20,0,22,9,12,16,50,1,21,13,15,12,512
Meghalaya,North Garo Hills,Kharkutta,2019,10,6,21,31,17,26,23,2,3,32,2,14,12,12,9,6,4,6,15,1,16,5,7,4,0,20,1,3,4,25,3,340
Meghalaya,North Garo Hills,Mendipathar,2019,14,16,11,23,15,4,16,17,0,25,10,18,24,5,12,19,14,17,18,0,2,20,6,16,19,92,15,10,5,2,0,465
Meghalaya,North Garo Hills,Resubelpara,2019,27,5,14,1,5,9,25,27,3,2,15,13,24,14,14,54,3,3,49,13,11,9,23,15,19,52,12,16,8,0,14,499
Meghalaya,North Garo Hills,Bajengdoba,2019,16,1,32,7,7,35,15,28,2,38,11,17,21,18,98,37,99,22,2,4,89,13,9,98,1,74,14,11,8,22,5,854
Meghalaya,East Garo Hills,Songsak,2019,31,6,37,15,6,38,2,9,6,21,8,18,5,14,0,55,0,25,11,9,4,2,12,7,17,14,20,2,3,8,7,412
Meghalaya,East Garo Hills,Rongjeng,2019,5,15,8,22,20,19,10,57,16,39,7,19,2,10,7,7,15,11,23,0,17,22,10,2,4,10,22,7,0,18,7,431
Meghalaya,East Garo Hills,Williamnagar,2019,10,18,41,36,13,7,5,20,12,14,13,1,18,2,14,37,12,0,7,13,1,8,7,8,16,78,21,7,9,13,5,466
Meghalaya,West Garo Hills,Raksamgre,2019,4,1,28,35,6,31,7,45,10,26,2,17,23,13,0,23,1,13,41,0,20,10,14,11,2,5,25,20,13,4,3,453
Meghalaya,West Garo Hills,Tikrikilla,2019,23,15,14,15,11,26,14,56,10,16,6,10,4,16,7,28,7,23,0,15,2,14,11,6,11,12,15,21,1,20,5,434
Meghalaya,West Garo Hills,Phulbari,2019,89,25,46,11,79,34,11,15,6,98,1,15,21,5,5,38,17,19,39,19,18,1,5,6,17,82,10,21,18,14,10,795
Meghalaya,West Garo Hills,Rajabala,2019,11,14,9,2,3,26,5,3,0,24,17,19,4,7,12,3,9,19,0,8,0,22,11,2,11,13,2,11,5,18,0,290
Meghalaya,West Garo Hills,Selsella,2019,8,3,42,9,20,38,4,45,7,39,14,3,1,17,10,32,9,2,20,2,13,16,22,5,1,30,13,9,9,2,15,460
Meghalaya,West Garo Hills,Dadenggre,2019,29,8,21,39,10,38,16,2,7,37,5,18,9,15,1,26,18,21,14,14,8,17,11,11,8,89,10,11,14,7,5,539
Meghalaya,West Garo Hills,North Tura,2019,8,6,2,17,21,19,7,34,13,0,16,12,23,11,5,0,15,20,50,6,13,19,13,1,1,57,9,8,5,3,0,414
Meghalaya,West Garo Hills,South Tura,2019,37,10,32,8,1,34,16,39,7,5,1,20,19,3,3,54,17,15,11,2,5,9,5,6,11,78,11,13,18,25,14,529
Meghalaya,West Garo Hills,Rangsakona,2019,15,3,6,27,9,8,10,6,14,24,9,8,4,5,14,25,2,16,6,6,19,19,15,10,19,59,1,13,4,2,11,389
Meghalaya,South West Garo Hills,Ampati,2019,3,14,33,14,9,15,17,45,3,27,8,20,11,10,9,51,1,9,2,4,1,13,6,6,11,91,18,19,15,16,5,506
Meghalaya,South West Garo Hills,Mahendraganj,2019,34,14,16,34,6,26,10,10,8,31,0,10,25,17,5,49,14,18,3,11,8,11,11,9,8,14,7,6,14,21,20,470
Meghalaya,South West Garo Hills,Salmanpara,2019,36,11,7,2,6,24,9,44,5,30,5,17,1,7,1,7,9,8,3,11,16,8,6,11,16,87,11,17,12,0,17,444
Meghalaya,West Garo Hills,Gambegre,2019,35,1,33,24,18,2,7,21,16,15,12,14,1,9,7,30,4,24,27,1,6,19,17,5,18,59,19,13,16,1,17,491
Meghalaya,West Garo Hills,Dalu,2019,23,14,45,9,11,5,14,23,12,40,3,15,22,12,0,25,5,0,45,7,8,12,10,1,4,2,1,11,8,20,5,412
Meghalaya,South Garo Hills,Rongara Siju,2019,21,12,22,38,4,31,9,48,5,7,10,16,19,8,2,23,9,22,41,18,14,21,1,11,16,77,3,12,9,10,10,549
Meghalaya,South Garo Hills,Chokpot,2019,19,9,39,8,14,6,21,41,9,4,2,4,6,17,8,24,16,11,44,19,20,18,0,8,14,82,9,14,8,24,17,535
Meghalaya,South Garo Hills,Baghmara,2019,5,15,8,11,19,33,8,39,8,8,3,5,12,10,2,16,9,16,44,3,8,16,2,14,8,89,12,18,15,12,14,482
Mizoram,Mamit,Hachhek,2019,14,16,34,44,13,24,2,35,2,41,1,4,17,9,12,40,4,0,34,14,16,15,23,2,5,102,12,3,14,6,13,571
Mizoram,Mamit,Dampa,2019,22,5,23,7,15,2,15,14,4,20,16,11,6,3,8,10,11,7,25,11,0,19,17,9,3,20,4,14,5,9,8,343
Mizoram,Mamit,Mamit,2019,5,17,18,0,4,27,9,7,13,4,9,19,5,4,6,11,12,12,17,10,3,10,7,13,14,33,12,17,2,21,0,341
Mizoram,Kolasib,Tuirial,2019,8,18,8,8,14,21,13,12,10,11,13,9,9,8,11,11,0,18,21,8,9,16,0,6,6,28,0,17,4,4,18,339
Mizoram,Kolasib,Kolasib,2019,23,0,27,34,20,38,7,26,12,17,2,20,2,1,13,34,6,16,47,14,3,10,12,0,20,21,16,6,15,1,1,464
Mizoram,Kolasib,Serlui,2019,26,15,32,35,17,11,17,6,14,10,7,3,1,2,0,19,9,18,47,16,14,9,18,14,7,21,15,5,9,7,6,430
Mizoram,Aizawl,Tuivawl,2019,31,6,32,16,14,22,5,40,3,22,9,9,7,4,6,3,8,10,14,18,13,0,5,1,2,72,20,5,14,10,14,435
Mizoram,Aizawl,Chalfilh,2019,11,6,20,15,6,39,5,31,12,19,9,20,24,6,4,47,4,16,14,12,9,16,4,13,12,56,14,5,6,13,14,482
Mizoram,Aizawl,Tawi,2019,22,7,36,36,13,24,9,43,15,16,6,12,7,12,0,19,6,2,45,1,9,21,6,1,5,87,26,21,13,24,0,544
Mizoram,Aizawl,Aizawl North 1,2019,19,0,4,15,17,24,21,5,6,31,0,13,22,1,2,9,4,15,27,2,0,19,12,0,8,91,20,20,18,25,11,461
Mizoram,Aizawl,Aizawl North 2,2019,22,4,22,0,3,37,5,10,10,14,2,18,0,10,9,1,13,9,42,7,0,0,18,5,3,87,25,0,16,4,7,403
Mizoram,Aizawl,Aizawl North 3,2019,23,1,10,13,5,13,5,38,2,7,17,19,21,11,9,49,1,12,6,5,7,16,7,8,8,31,16,11,18,24,6,419
Mizoram,Aizawl,Aizawl East 1,2019,25,0,37,9,12,13,17,2,15,22,7,2,9,5,9,26,7,4,18,3,20,9,20,8,8,84,25,22,0,4,12,454
Mizoram,Aizawl,Aizawl East 2,2019,4,2,13,21,23,29,9,12,8,19,10,14,1,4,0,48,12,1,46,3,12,11,11,6,16,32,22,7,12,8,20,436
Mizoram,Aizawl,Aizawl West 1,2019,29,9,15,38,15,37,23,11,12,11,4,7,1,0,12,49,2,5,40,7,20,21,12,3,7,59,9,10,9,7,12,496
Mizoram,Aizawl,Aizawl West 2,2019,10,12,36,16,6,14,14,38,0,23,16,20,20,13,10,5,10,9,40,12,1,14,8,5,15,57,4,20,9,7,3,467
Mizoram,Aizawl,Aizawl West 3,2019,14,12,17,5,17,25,6,19,6,6,1,3,4,13,9,9,12,20,30,5,9,6,4,13,10,81,8,11,13,23,19,430
Mizoram,Aizawl,Aizawl South 1,2019,16,1,0,8,1,25,14,4,10,30,5,18,1,12,3,29,2,19,29,17,3,12,7,16,6,18,2,10,5,19,2,344
Mizoram,Aizawl,Aizawl South 2,2019,27,9,11,4,8,36,17,21,17,37,3,3,6,8,12,10,12,4,52,2,7,18,24,15,10,67,27,0,17,16,6,506
Mizoram,Aizawl,Aizawl South 3,2019,18,11,17,5,0,24,9,10,17,2,3,20,4,3,4,5,0,4,27,17,18,7,19,15,10,18,5,7,3,15,5,322
Mizoram,Champhai,Lengteng,2019,34,58,33,33,9,34,12,78,1,35,68,3,13,6,12,11,0,7,78,7,4,68,7,15,10,99,16,0,9,6,35,801
Mizoram,Champhai,Tuichang,2019,28,16,1,41,20,7,24,2,17,8,5,7,19,9,7,40,4,6,35,8,5,4,10,2,15,77,13,16,14,4,7,471
Mizoram,Champhai,Champhai North,2019,1,10,20,17,9,32,10,22,6,17,9,12,25,10,9,19,14,5,47,10,2,10,4,0,15,70,16,12,5,23,4,465
Mizoram,Champhai,Champhai South,2019,26,11,8,33,18,10,1,25,6,5,7,3,3,4,13,17,11,2,41,8,19,16,17,3,2,73,27,9,5,21,9,453
Mizoram,Champhai,East Tuipui,2019,17,9,26,30,10,13,4,42,5,34,2,1,5,1,10,16,1,8,20,6,9,15,24,15,15,101,6,14,14,6,5,484
Mizoram,Serchhip,Serchhip,2019,3,14,28,35,22,17,24,0,8,37,16,8,24,2,10,30,8,1,18,7,8,7,12,9,2,18,7,12,15,1,21,424
Mizoram,Serchhip,Tuikum,2019,4,12,2,15,22,14,12,36,10,21,10,13,18,5,11,36,9,9,49,3,1,8,0,6,17,40,4,9,9,7,19,431
Mizoram,Serchhip,Hrangturzo,2019,11,7,15,9,8,10,20,7,15,10,12,4,5,11,4,28,4,12,7,18,15,13,4,7,12,31,2,2,10,10,0,323
Mizoram,Lunglei,South Tuipui,2019,15,1,6,30,21,24,2,31,5,30,0,7,5,8,12,27,5,20,4,0,15,13,16,4,9,97,22,4,12,5,17,467
Mizoram,Lunglei,Lunglei North,2019,4,12,21,37,11,40,5,40,9,15,12,14,25,10,12,23,3,9,53,2,12,13,10,5,1,38,22,8,10,3,18,497
Mizoram,Lunglei,Lunglei East,2019,23,13,32,13,16,31,7,36,1,13,12,8,17,5,10,0,7,11,10,18,18,16,8,16,20,13,23,17,0,14,4,432
Mizoram,Lunglei,Lunglei West,2019,30,5,14,34,19,39,2,27,0,31,13,15,15,11,11,0,9,9,32,7,18,20,7,7,4,69,12,9,12,18,16,515
Mizoram,Lunglei,Lunglei South,2019,5,7,18,23,9,32,13,16,3,4,7,12,10,5,13,36,11,10,24,10,11,7,12,12,6,42,9,10,17,23,6,423
Mizoram,Lunglei,Thorang,2019,29,6,37,19,3,0,15,38,7,2,7,3,5,6,1,5,2,5,47,7,19,6,17,9,18,68,27,4,5,23,17,457
Mizoram,Lunglei,West Tuipui,2019,1,8,26,37,16,1,7,3,5,25,2,18,23,12,8,34,0,21,1,15,8,6,12,8,15,10,24,19,18,4,3,390
Mizoram,Lawngtlai,Tuichawng,2019,10,17,35,16,0,37,17,14,9,32,1,10,19,13,2,40,8,6,41,2,12,12,3,6,7,93,3,5,7,11,19,507
Mizoram,Lawngtlai,Lawngtlai West,2019,35,16,21,0,4,10,7,32,46,39,4,20,7,12,68,44,3,17,43,20,78,7,24,68,9,128,26,20,12,7,26,853
Mizoram,Lawngtlai,Lawngtlai East,2019,6,8,34,14,18,29,10,28,9,12,1,9,4,11,1,25,10,5,38,3,14,21,5,1,1,50,1,4,14,17,16,419
Mizoram,Saiha,Saiha,2019,21,7,18,36,7,24,9,17,8,4,11,15,20,12,12,28,9,5,33,18,3,13,2,5,3,5,10,11,14,19,19,418
Mizoram,Saiha,Palak,2019,33,5,3,26,14,4,8,49,17,28,13,2,8,7,0,33,13,15,35,13,9,18,22,11,6,99,1,5,4,23,19,543
Nagaland,Dimapur,Dimapur-I,2019,15,0,5,6,8,0,3,18,3,30,4,15,13,7,14,13,10,4,11,12,14,10,12,5,11,80,3,1,5,2,5,339
Nagaland,Dimapur,Dimapur-II,2019,11,0,10,18,21,31,10,17,10,0,16,4,14,10,1,10,13,14,31,9,16,13,15,11,6,95,19,9,9,20,9,472
Nagaland,Dimapur,Dimapur-III,2019,2,7,18,24,20,31,6,1,10,28,0,12,22,12,0,35,0,21,17,10,18,1,0,14,0,34,13,9,12,21,17,415
Nagaland,Dimapur,Ghaspani-1,2019,16,1,15,12,20,0,9,25,11,9,9,13,1,5,12,32,3,19,19,15,13,2,0,11,20,5,11,5,11,8,17,349
Nagaland,Dimapur,Ghaspani-2,2019,20,5,5,25,0,19,4,1,12,30,14,3,22,6,1,30,6,16,13,11,13,12,19,7,7,10,4,2,20,1,7,345
Nagaland,Peren,Tenning,2019,12,3,19,20,15,8,14,20,0,23,8,12,5,5,3,10,6,10,21,1,10,12,24,13,7,93,15,18,12,2,21,442
Nagaland,Peren,Peren,2019,8,5,10,1,2,13,4,19,8,5,14,10,3,12,13,21,8,11,9,19,0,16,1,4,6,3,21,11,0,1,0,258
Nagaland,Kohima,Western Angami,2019,3,8,19,3,18,10,15,20,7,14,6,8,19,0,5,20,6,14,1,4,7,2,11,5,11,29,12,7,1,27,15,327
Nagaland,Kohima,Kohima Town,2019,15,12,14,19,2,19,3,17,10,25,5,4,15,11,10,11,1,11,22,19,18,13,1,2,10,44,19,1,7,13,8,381
Nagaland,Kohima,Northern Angami-I,2019,4,10,7,18,18,29,2,0,1,0,11,0,4,12,8,37,3,16,21,6,0,20,18,7,20,32,12,18,1,1,4,340
Nagaland,Kohima,Northern Angami II,2019,18,3,8,25,8,9,19,26,1,16,2,16,6,2,1,6,3,7,35,9,2,10,1,12,4,64,6,1,0,16,2,338
Nagaland,Kohima,Tseminyu,2019,20,11,3,21,1,27,17,17,4,24,13,15,22,8,5,36,12,5,16,0,9,16,2,4,0,91,3,19,19,15,19,474
Nagaland,Zunheboto,Pughoboto,2019,22,6,8,10,19,3,17,16,9,17,5,10,15,3,4,32,13,15,34,3,4,0,14,2,8,54,20,8,5,4,11,391
Nagaland,Kohima,Southern Angami I,2019,2,5,19,26,10,5,4,33,3,7,1,10,4,10,11,29,0,1,29,14,4,20,1,8,4,29,26,5,7,1,1,329
Nagaland,Kohima,Southern Angami II,2019,19,1,19,12,11,31,0,16,1,5,5,8,9,10,9,10,12,9,35,6,16,16,16,3,11,96,5,16,2,11,20,440
Nagaland,Phek,Pfutsero,2019,17,2,17,14,9,3,1,10,10,5,5,0,9,0,12,13,6,17,13,5,12,2,12,5,0,9,2,7,1,20,4,242
Nagaland,Phek,Chizami,2019,10,2,2,8,7,26,15,27,12,22,3,13,18,0,1,11,0,15,4,2,3,9,11,15,18,24,23,7,17,16,4,345
Nagaland,Phek,Chazouba,2019,16,2,4,17,11,29,10,2,4,31,0,7,11,10,7,32,7,21,15,17,3,3,8,11,18,45,10,6,20,27,1,405
Nagaland,Phek,Phek,2019,29,7,13,15,7,13,7,5,0,24,12,4,19,6,7,18,12,21,22,17,15,0,4,1,7,18,26,9,1,16,21,376
Nagaland,Phek,Meluri,2019,1,7,15,5,22,31,6,5,7,7,5,1,11,0,12,21,8,1,19,8,9,6,1,16,3,56,24,5,6,25,15,358
Nagaland,Mokokchung,Tuli,2019,7,4,7,2,22,6,6,15,4,30,0,2,23,0,0,17,10,14,3,16,13,0,22,5,12,22,12,5,11,27,0,317
Nagaland,Mokokchung,Arkakong,2019,23,8,13,5,16,16,5,14,6,8,15,3,13,12,13,0,5,14,36,0,6,11,3,0,1,55,20,14,15,11,4,365
Nagaland,Mokokchung,Impur,2019,22,10,9,26,13,15,11,19,2,19,12,2,12,1,8,16,13,1,14,10,12,17,6,11,16,81,7,4,13,1,12,415
Nagaland,Mokokchung,Angetyongpang,2019,18,8,17,4,17,24,7,5,5,6,14,16,23,10,12,10,2,10,31,16,0,13,11,4,13,43,1,3,21,6,1,371
Nagaland,Mokokchung,Mongoya,2019,15,6,9,17,6,16,13,19,4,6,1,4,0,2,7,33,2,3,13,19,8,4,7,4,7,93,18,12,6,24,23,401
Nagaland,Mokokchung,Aonglenden,2019,4,1,11,15,23,22,7,4,1,30,11,8,8,1,12,13,0,8,2,14,9,0,17,3,18,2,10,9,10,6,14,293
Nagaland,Mokokchung,Mokokchung Town,2019,7,1,8,15,3,25,17,25,9,29,12,6,22,13,3,15,10,5,8,16,19,7,21,13,0,27,13,6,15,25,18,413
Nagaland,Mokokchung,Koridang,2019,19,1,18,17,1,24,12,13,12,25,1,0,16,6,14,27,12,14,14,8,16,21,4,9,9,31,18,6,19,19,16,422
Nagaland,Mokokchung,Jangpetkong,2019,22,7,7,21,20,4,11,11,1,8,16,13,10,3,1,4,13,12,17,6,2,1,7,11,18,7,26,4,10,20,16,329
Nagaland,Mokokchung,Alongtaki,2019,14,4,13,16,21,11,21,31,2,25,12,6,22,12,7,25,1,6,14,15,12,22,18,8,8,71,13,6,4,25,6,471
Nagaland,Zunheboto,Akuluto,2019,11,2,17,6,7,1,15,3,8,1,12,14,22,12,2,10,2,12,29,2,16,3,23,16,13,37,12,8,15,19,9,359
Nagaland,Zunheboto,Atoizu,2019,23,3,17,27,10,32,11,32,9,31,17,7,22,8,10,36,5,0,5,1,18,1,22,15,12,24,25,1,11,21,0,456
Nagaland,Zunheboto,Suruhoto,2019,0,10,11,5,14,4,18,11,5,5,12,6,8,2,13,28,0,8,2,14,4,18,22,2,6,57,17,0,8,13,6,329
Nagaland,Zunheboto,Aghunato,2019,16,3,2,14,8,25,12,29,10,7,10,2,12,1,6,26,5,9,32,16,3,20,17,5,5,60,10,16,20,5,5,411
Nagaland,Zunheboto,Zunheboto,2019,4,10,17,5,9,11,7,11,4,14,12,16,8,10,6,33,7,18,21,18,18,15,20,2,3,34,13,4,0,3,1,354
Nagaland,Zunheboto,Satakha,2019,27,0,19,8,16,15,6,10,10,31,9,12,22,3,11,30,5,3,3,14,18,19,22,13,14,94,25,11,3,26,19,518
Nagaland,Wokha,Tyui,2019,18,9,10,2,16,0,8,21,6,11,4,0,18,0,5,27,8,20,15,19,3,14,24,5,14,17,16,4,7,2,6,329
Nagaland,Wokha,Wokha,2019,1,7,4,9,11,8,17,28,11,6,16,15,7,8,13,20,2,2,15,5,19,21,20,1,19,38,8,1,7,1,2,342
Nagaland,Wokha,Sanis,2019,15,4,12,18,15,30,11,29,4,26,2,5,11,10,0,17,14,17,39,20,13,22,9,13,17,8,20,13,18,6,3,441
Nagaland,Wokha,Bhandari,2019,1,5,4,5,0,19,17,15,0,11,14,16,6,8,10,17,7,21,13,14,20,11,17,2,14,20,16,21,2,10,23,359
Nagaland,Mon,Tizit,2019,21,5,14,14,1,8,19,27,12,14,12,1,16,10,9,7,0,6,31,18,17,3,9,6,19,24,13,4,3,27,1,371
Nagaland,Tue,Wakching,2019,0,11,13,13,15,2,11,0,2,24,4,3,0,8,0,16,8,15,30,13,19,15,7,12,16,62,17,0,10,26,23,395
Nagaland,Wed,Tapi,2019,18,7,11,22,13,4,2,28,6,5,1,5,0,4,5,6,4,0,28,6,16,9,4,6,5,77,21,5,13,3,1,335
Nagaland,Thu,Phomching,2019,25,5,1,24,23,21,6,0,3,20,15,3,12,12,13,28,9,18,29,3,14,8,22,11,17,91,1,10,8,23,16,491
Nagaland,Fri,Tehok,2019,23,6,6,8,11,13,14,6,8,4,3,1,21,7,3,8,12,8,10,16,6,1,9,2,13,7,17,17,10,18,0,288
Nagaland,Sat,Mon Town,2019,20,10,5,22,20,24,17,0,6,22,7,14,20,10,7,18,11,17,14,20,10,22,2,3,15,88,19,7,9,22,7,488
Nagaland,Sun,Aboi,2019,18,11,18,2,7,6,9,4,8,30,7,3,14,10,14,6,7,7,9,12,19,12,6,4,4,90,16,7,14,23,9,406
Nagaland,Mon,Moka,2019,19,5,19,26,21,18,16,14,4,19,13,5,4,12,12,15,14,12,36,4,14,2,15,14,13,7,0,17,10,2,8,390
Nagaland,Longleng,Tamlu,2019,4,1,2,20,23,28,6,26,2,28,14,8,21,0,6,17,7,5,17,1,11,20,20,15,5,6,14,9,0,4,12,352
Nagaland,Longleng,Longleng,2019,24,7,1,17,2,23,18,22,7,10,13,9,11,1,14,10,1,14,22,11,7,10,15,10,8,71,9,9,4,6,5,391
Nagaland,Tuensang,Noksen,2019,5,3,9,21,4,32,1,15,1,3,9,3,16,6,11,18,11,12,28,6,19,13,13,14,13,62,25,4,5,2,5,389
Nagaland,Tuensang,Longkhim Chare,2019,4,8,4,16,15,30,13,30,3,28,10,16,8,9,10,30,14,11,27,4,0,3,5,3,12,11,16,3,3,22,9,377
Nagaland,Tuensang,Tuensang Sadar-1,2019,7,8,16,3,22,9,7,5,6,14,17,7,9,11,7,0,6,5,1,11,6,5,20,3,5,77,9,21,20,19,4,360
Nagaland,Tuensang,Tuensang Sadar-2,2019,28,3,16,12,16,24,14,3,13,19,1,13,15,9,9,19,14,15,25,12,5,16,20,12,5,70,6,11,11,6,10,452
Nagaland,Mon,Tobu,2019,12,9,17,5,13,3,11,32,3,11,9,11,19,7,0,19,8,2,29,6,19,13,12,15,2,65,3,22,3,0,4,384
Nagaland,Tuensang,Noklak,2019,10,2,8,11,1,25,12,17,9,25,12,3,14,7,11,0,7,4,20,2,9,10,24,6,10,95,3,4,2,23,6,392
Nagaland,Tuensang,Thonoknyu,2019,27,11,18,26,21,2,21,5,1,4,10,13,22,11,10,17,14,15,14,13,14,20,23,10,3,29,6,5,13,18,5,421
Nagaland,Tuensang,Shamator Chessore,2019,7,9,16,7,1,27,11,18,10,16,12,16,21,10,7,19,3,11,26,20,19,19,0,6,16,87,25,10,4,5,8,466
Nagaland,Kiphire,Seyochung Sitimi,2019,2,0,17,15,14,3,13,25,4,29,7,4,8,1,11,34,3,13,2,2,5,2,24,3,13,83,10,6,9,9,7,378
Nagaland,Kiphire,Pungro Kiphire,2019,18,3,0,23,23,10,14,32,4,31,7,0,20,0,14,15,12,15,17,2,0,15,13,4,9,67,2,8,13,13,2,406
Odisha,Bargarh,Padampur,2019,7,31,38,53,10,28,17,11,19,32,7,19,0,4,0,6,1,5,79,2,17,34,20,0,11,109,20,8,1,15,9,613
Odisha,Bargarh,Bijepur,2019,44,5,54,4,22,11,14,37,2,16,23,1,14,1,15,38,6,11,20,10,6,27,7,13,9,61,2,18,23,11,14,539
Odisha,Bargarh,Bargarh,2019,61,24,69,19,29,62,3,84,24,10,16,14,16,10,86,52,14,6,43,15,14,28,8,2,5,66,14,16,7,23,15,855
Odisha,Bargarh,Attabira,2019,65,1,4,75,4,25,12,23,26,47,23,16,7,11,7,1,1,2,2,15,5,17,18,16,12,57,3,13,7,15,8,538
Odisha,Bargarh,Bhatli,2019,6,8,13,0,18,10,23,11,11,4,21,19,22,3,16,13,12,0,32,5,10,0,3,0,9,33,6,15,9,1,16,349
Odisha,Jharsuguda,Brajarajnagar,2019,7,23,57,52,0,59,6,29,69,30,5,6,59,6,13,22,1,19,76,9,49,12,15,14,15,72,25,8,35,11,4,808
Odisha,Jharsuguda,Jharsuguda,2019,15,11,9,1,0,16,9,15,7,1,22,10,6,0,13,11,2,21,38,7,17,0,24,12,2,19,0,24,14,4,7,337
Odisha,Sundargarh,Talsara,2019,56,10,34,30,2,8,3,25,13,23,2,16,21,14,4,41,12,7,72,11,18,34,26,8,0,31,21,21,7,3,18,591
Odisha,Sundargarh,Sundargarh,2019,64,30,58,23,20,14,6,25,10,0,19,4,23,14,9,14,8,24,12,9,13,3,11,10,17,69,14,12,20,22,14,591
Odisha,Sundargarh,Biramitrapur,2019,16,8,0,15,7,8,0,5,0,0,19,11,8,9,14,31,1,3,12,10,16,19,11,1,2,15,15,3,15,1,2,277
Odisha,Sundargarh,Raghunathpali,2019,48,12,5,7,4,52,19,25,27,36,24,0,8,0,15,41,2,22,23,19,8,28,24,9,9,8,18,3,7,3,12,518
Odisha,Sundargarh,Rourkela,2019,0,11,60,62,21,16,8,5,5,4,12,20,16,14,8,19,4,17,56,0,12,21,5,1,15,41,2,26,8,4,20,513
Odisha,Sundargarh,Rajgangpur,2019,4,0,9,32,17,8,12,0,17,6,19,10,6,11,10,42,12,8,4,7,4,18,4,3,0,1,14,15,24,2,5,324
Odisha,Sundargarh,Bonai,2019,52,0,46,58,28,2,9,49,4,7,24,12,5,3,5,5,7,23,29,6,2,36,13,7,7,42,13,6,1,11,20,532
Odisha,Sambalpur,Kuchinda,2019,11,13,54,66,16,29,14,61,10,22,112,0,23,7,8,12,1,13,83,101,14,28,10,10,16,99,4,11,21,16,15,900
Odisha,Sambalpur,Rengali,2019,101,16,35,72,28,33,48,66,25,38,13,0,0,12,9,43,0,24,13,18,16,20,19,10,12,96,6,0,19,18,4,814
Odisha,Sambalpur,Sambalpur,2019,36,16,6,40,24,12,11,56,5,51,6,1,17,8,9,11,6,2,78,12,4,33,25,8,16,118,12,29,1,19,6,678
Odisha,Sambalpur,Rairakhol,2019,32,17,58,48,5,26,19,84,0,48,21,5,23,1,9,98,7,9,82,13,20,25,6,11,6,73,24,10,11,22,8,821
Odisha,Deogarh,Deogarh,2019,15,10,20,28,20,9,23,60,26,13,11,8,15,8,11,1,7,1,1,2,12,26,15,10,10,118,17,15,15,9,7,543
Odisha,Keonjhar,Telkoi,2019,60,27,71,15,7,4,24,17,5,33,8,16,16,10,3,5,12,17,53,11,14,10,24,5,0,83,10,1,3,23,9,596
Odisha,Keonjhar,Ghasipura,2019,13,8,15,19,18,9,11,3,25,12,18,1,10,5,13,8,1,8,14,6,13,27,23,1,19,19,0,12,4,1,9,345
Odisha,Keonjhar,Anandpur,2019,37,22,28,6,14,55,21,55,1,29,7,19,23,15,4,7,8,7,64,10,4,26,7,9,0,1,5,29,8,12,6,539
Odisha,Keonjhar,Patna,2019,58,31,56,17,24,31,17,4,7,34,10,18,6,5,16,5,3,11,20,14,11,9,18,1,11,6,24,27,2,12,16,524
Odisha,Keonjhar,Keonjhar,2019,0,27,10,9,23,5,14,30,25,24,6,1,2,3,1,22,12,18,3,20,5,3,6,11,5,20,4,10,2,0,19,340
Odisha,Keonjhar,Champua,2019,22,12,49,20,9,33,21,45,12,42,24,19,7,10,12,54,68,15,28,7,48,32,15,11,16,106,23,68,19,2,0,849
Odisha,Mayurbhanj,Jashipur,2019,63,24,10,56,21,30,18,41,9,26,1,12,16,11,10,40,3,11,23,6,16,37,14,48,68,97,19,28,21,21,18,818
Odisha,Mayurbhanj,Saraskana,2019,1,17,60,21,21,40,23,57,10,68,15,98,78,13,2,46,7,16,67,0,9,34,24,2,20,32,21,9,10,9,11,841
Odisha,Mayurbhanj,Rairangpur,2019,24,33,19,79,23,24,21,0,19,18,17,14,19,10,7,30,9,10,60,3,13,33,4,8,15,24,2,7,15,23,19,602
Odisha,Mayurbhanj,Bangriposi,2019,22,13,59,78,25,4,23,71,9,44,3,15,2,2,0,42,11,27,0,20,1,8,18,2,13,62,16,6,2,15,8,621
Odisha,Mayurbhanj,Karanjia,2019,0,8,6,18,17,0,2,8,18,7,15,11,13,1,13,9,11,15,8,5,20,4,13,2,12,25,0,11,0,9,1,282
Odisha,Mayurbhanj,Udala,2019,16,25,44,23,19,49,14,48,22,51,0,1,2,13,6,53,1,26,53,10,6,34,78,10,20,98,26,5,48,8,3,812
Odisha,Mayurbhanj,Badasahi,2019,39,20,65,30,23,61,21,63,19,23,20,6,14,4,0,55,1,0,17,5,16,1,25,15,13,29,20,27,2,17,10,661
Odisha,Mayurbhanj,Baripada,2019,65,23,61,66,7,47,7,34,24,10,8,12,24,11,3,23,9,2,54,0,1,17,24,1,12,67,16,21,3,6,17,675
